SKP1A,DHCR7.1,EPHB4,ADM,KIAA0040,C1orf123,RABEP1,BCL2,BCL2.1,TTLL4,CXADR,MORC2,KYNU,CXCL1,DNALI1,ESR1,DACH1,DACH1.1,PFDN5,COPS7A,GATA3.2,MPPE1.1,EIF4B.1,CYP21A2,EVL,YEATS2,er
10.950683530814144,10.847816801783283,10.34807513720058,12.378857005018643,8.531357705772919,9.961501781352023,6.466059938093082,3.066486134041417,7.299544817838211,5.719636837108792,10.820171864930908,10.068475643755894,11.227660424375385,6.653583876180419,2.429551542152223,7.933609669051517,5.282592756140512,1.8733920361769565,12.673839035364312,9.859016506781469,11.067214946191408,9.316232045540524,12.053945243551729,5.5832623059172,8.89123717478629,9.314181202283084,0
11.524725675823536,8.545179893142311,9.688556893845508,7.871137519893909,9.413448283835251,9.702861441457385,9.073238242128728,5.834697620774992,9.599270458334988,5.660237187675302,5.772061091438276,9.331604501940912,8.965202119290872,4.701890082234417,9.45443105284692,12.38846836239394,8.021598583434841,6.541080609301305,13.143021848620917,10.301422328072958,14.023003223567963,9.342099855720257,11.385603128397452,3.3287848997667884,9.855321620970054,7.804450951731972,1
10.63151776144392,10.051138069867504,10.336837897106829,9.489242784951257,8.16062950289413,9.648144555121428,5.754082277934669,3.01302087837094,8.612906917515652,9.041833337630836,13.069353233404108,9.787590483922914,7.352336116339901,6.986410585954813,3.0020464985489803,7.804546898388975,7.371473386865811,6.2465859096693634,13.20585902000331,9.082100347679306,10.726371738938957,8.48577697564004,11.665887044837048,4.092909870913435,9.678460584323725,9.639825234182457,0
11.620445563568635,9.13022816145563,9.676061347436413,7.846630296297535,9.466744740706815,9.585240760440024,7.112622293223273,3.854088631948405,10.498765419003425,7.474594329878673,7.884079035297838,9.338613136788224,8.737613400111833,4.284668785052251,9.80414373608656,12.328243409828865,7.730333399302485,6.067307058948803,13.499291712576248,9.753621737326226,14.014379637491558,9.200917112551334,11.732913489330388,4.52078672065842,9.294257007011993,8.164053861268533,1
11.30165875775302,9.918252479914043,10.499266612662302,7.99110791054443,9.242927418574792,9.858128705469934,6.830207526329146,7.7861913778904706,11.30005755475272,7.394775943743272,9.670387284729182,10.396689201407188,7.192411309005499,6.256272929679909,9.52475145537922,12.282856842084149,10.573711330179004,9.61188562076051,13.34661620607597,9.98092975480674,15.183722725826652,9.654362832194794,12.03279592947089,6.770834671064999,12.07923093135375,8.850277470295223,1
12.092565275544043,8.517139933711146,9.755401015087113,9.209734724195313,9.600008797874592,9.94967394803278,7.381765458178807,4.004828064664649,9.640143394565415,6.676222467388839,10.833559658604855,9.52473270036275,8.082625368130103,4.553322180090734,8.329322067861739,11.91739697529176,9.199860046994656,8.35800340584913,13.977915276253206,9.665136896995095,13.229212460156583,8.758900814180636,12.634695848663318,5.731960394900059,10.216744918484483,7.927639437085966,1
10.259965208236396,11.223012169587102,9.581352658615108,12.21921745899826,8.200604213782288,9.86485714374366,5.667304801746004,2.912811837397677,6.609786028841174,9.314549798046643,10.415921071794427,10.140387159717264,8.198802349635004,5.08038239547444,6.606684566672335,6.465294802506128,5.893635428975146,1.3680497558839306,12.424737818882598,10.174120984250726,11.559689749011692,8.682809948312352,11.538619003872917,3.8952173686640488,8.660153099045345,9.367620188360007,0
11.634698648880372,7.514845289201753,9.87824578624987,8.502193359335921,9.901252989557555,9.954659699978736,7.766169463343314,4.299723317944164,10.27655083656082,4.53512948517272,11.477846601834168,9.249811061873146,7.800025824516807,6.554044061681689,8.183200408519069,13.244956038987436,9.343802418118456,8.810471727333425,13.735578220867913,9.719995784606734,14.001301259145992,9.27688263738114,12.590487240865857,6.01642708606108,10.122976189333835,7.642209197735215,1
12.254431987906605,9.065257806268605,8.757416736784643,7.977006404294151,9.03807338432713,10.066621057899695,9.22953252844045,7.5880910222806595,11.29960758795821,6.87470692576054,9.566518298795089,9.448997940678478,7.256197667953643,4.222125206020899,9.586118582309844,13.660404736546695,8.47232232880658,7.2775875406035215,13.62069699100448,9.793367704606457,14.642049828570345,9.549366977887184,12.65449828910853,6.379758607839782,10.39401597595318,8.148375506968534,1
11.85919179230146,9.183108708669636,9.654577974236249,8.850525285747777,9.15829879373047,9.852575061228896,7.048917303734029,6.45152775167935,10.209171774469963,7.326441223274526,10.986922827166184,9.695481916250028,7.533366854112836,6.409620599024434,7.44611858284022,11.68503964621384,10.047195808465402,9.485666263716146,13.669560399676854,9.696037763384052,14.02912044471849,9.087990699559295,12.396105195574687,4.596673318510675,9.786284928853078,8.119567326923288,1
