AMD1,DHCR7,ACSL1,EPHB4,C1orf123,RABEP1,BCL2,BCL2,CXADR,MORC2,KYNU,CXCL1,DNALI1,ESR1,DACH1,TDO2,PFDN5,ATP5G2,COPS7A,GNAI1,GATA3,CFLAR,EIF4B,CYP21A2,KYNU,EVL,YEATS2,er
9.84806067324233,10.494363958092654,12.677150076376128,10.34807513720058,9.961501781352023,6.466059938093082,3.066486134041417,7.299544817838211,10.820171864930908,10.068475643755894,11.227660424375385,6.653583876180419,2.429551542152223,7.933609669051517,5.282592756140512,7.942786828556443,12.673839035364312,12.57930984073736,9.859016506781469,8.485671167880648,11.067214946191408,10.627825166542236,12.053945243551729,5.5832623059172,12.74292071589681,8.89123717478629,9.314181202283084,0
10.001908602450897,8.961490019675944,8.871227133214353,9.688556893845508,9.702861441457385,9.073238242128728,5.834697620774992,9.599270458334988,5.772061091438276,9.331604501940912,8.965202119290872,4.701890082234417,9.45443105284692,12.38846836239394,8.021598583434841,7.90755724150429,13.143021848620917,12.592965413205231,10.301422328072958,5.685656834810157,14.023003223567963,10.467724475417326,11.385603128397452,3.3287848997667884,9.369179258899688,9.855321620970054,7.804450951731972,1
10.538951849366208,10.05335985132688,9.548951709180002,10.336837897106829,9.648144555121428,5.754082277934669,3.01302087837094,8.612906917515652,13.069353233404108,9.787590483922914,7.352336116339901,6.986410585954813,3.0020464985489803,7.804546898388975,7.371473386865811,7.66061670388155,13.20585902000331,11.94937235128258,9.082100347679306,7.190129969076007,10.726371738938957,10.603560100332292,11.665887044837048,4.092909870913435,8.459995047810693,9.678460584323725,9.639825234182457,0
8.627755740344531,9.732430671566716,9.125882941389744,9.676061347436413,9.585240760440024,7.112622293223273,3.854088631948405,10.498765419003425,7.884079035297838,9.338613136788224,8.737613400111833,4.284668785052251,9.80414373608656,12.328243409828865,7.730333399302485,8.760906075635978,13.499291712576248,12.991416404892904,9.753621737326226,6.424761713733375,14.014379637491558,10.725652016081275,11.732913489330388,4.52078672065842,9.044167689816335,9.294257007011993,8.164053861268533,1
7.765165603458499,9.648644082857963,10.382657802835782,10.499266612662302,9.858128705469934,6.830207526329146,7.7861913778904706,11.30005755475272,9.670387284729182,10.396689201407188,7.192411309005499,6.256272929679909,9.52475145537922,12.282856842084149,10.573711330179004,5.949556674192258,13.34661620607597,13.2711422733348,9.98092975480674,6.775420267636652,15.183722725826652,9.516251585204497,12.03279592947089,6.770834671064999,6.500645271120842,12.07923093135375,8.850277470295223,1
8.619660656768568,7.971105663729106,10.1131436367161,9.755401015087113,9.94967394803278,7.381765458178807,4.004828064664649,9.640143394565415,10.833559658604855,9.52473270036275,8.082625368130103,4.553322180090734,8.329322067861739,11.91739697529176,9.199860046994656,6.1194622762848745,13.977915276253206,13.668847056195588,9.665136896995095,6.799923954651274,13.229212460156583,10.161113311977234,12.634695848663318,5.731960394900059,8.210749287790607,10.216744918484483,7.927639437085966,1
10.223221392575422,10.841685092126754,10.329143367922963,9.581352658615108,9.86485714374366,5.667304801746004,2.912811837397677,6.609786028841174,10.415921071794427,10.140387159717264,8.198802349635004,5.08038239547444,6.606684566672335,6.465294802506128,5.893635428975146,7.115691319357742,12.424737818882598,12.4494968037154,10.174120984250726,6.612253555025303,11.559689749011692,10.8806467428271,11.538619003872917,3.8952173686640488,9.117547592322696,8.660153099045345,9.367620188360007,0
9.238553258179891,8.398536547258303,10.799168810831604,9.87824578624987,9.954659699978736,7.766169463343314,4.299723317944164,10.27655083656082,11.477846601834168,9.249811061873146,7.800025824516807,6.554044061681689,8.183200408519069,13.244956038987436,9.343802418118456,7.094801005410827,13.735578220867913,13.070121093644731,9.719995784606734,8.211895294192608,14.001301259145992,10.086954939722087,12.590487240865857,6.01642708606108,8.000771236384747,10.122976189333835,7.642209197735215,1
9.488378342629566,9.457279220712875,10.07536775009354,8.757416736784643,10.066621057899695,9.22953252844045,7.5880910222806595,11.29960758795821,9.566518298795089,9.448997940678478,7.256197667953643,4.222125206020899,9.586118582309844,13.660404736546695,8.47232232880658,4.983146075831468,13.62069699100448,13.366841392313187,9.793367704606457,5.7720734683242725,14.642049828570345,9.67954429392571,12.65449828910853,6.379758607839782,6.533998098156137,10.39401597595318,8.148375506968534,1
9.20925407368441,9.21500990664578,9.600268380454589,9.654577974236249,9.852575061228896,7.048917303734029,6.45152775167935,10.209171774469963,10.986922827166184,9.695481916250028,7.533366854112836,6.409620599024434,7.44611858284022,11.68503964621384,10.047195808465402,7.144009948095403,13.669560399676854,13.22427138130753,9.696037763384052,7.408526795093151,14.02912044471849,10.258998443187986,12.396105195574687,4.596673318510675,8.376389116936444,9.786284928853078,8.119567326923288,1
9.170473755630828,9.1908487462397,9.649860007365405,9.524284022450626,9.495456114026547,6.281044802712762,4.392789298527264,9.617459513345544,11.144242959117834,9.017912386959605,7.7626154984240765,5.162735797114503,6.850683803919202,12.593528030219392,8.50776542772836,6.295020659761665,13.240688774335023,13.18520335529606,11.106280372825976,6.845837671580494,14.049342207592645,9.887657782387336,12.290356132327725,6.149469781250773,8.320685717523634,10.80350132708029,8.24297905000794,1
